Pulse,Dose1,Dose2
185,35462.09,21109.81
186,35425.89,21091.61
187,35358.99,21048.31
188,35432.19,21093.41
189,35455.49,21108.41
190,35365.39,21055.31
191,35356.19,21047.11
192,35444.09,21101.01
193,35402.89,21078.61
194,35379.99,21063.31
195,35432.39,21094.51
196,35453.49,21107.41
197,35372.89,21060.61
198,35379.89,21058.81
199,35481.39,21124.81
200,35415.29,21084.01
201,35378.29,21063.31
202,35438.19,21096.51
203,35476.29,21120.91
204,35357.49,21049.71
205,35349.19,21044.71
206,35445.89,21100.91
207,35407.49,21080.61
208,35329.99,21033.61
209,35464.39,21112.71
210,35486.69,21127.21
211,35377.69,21063.81
212,35398.89,21076.71
213,35435.89,21093.61
214,35361.39,21055.81
215,35343.99,21041.51
216,35452.7,21107.31
217,35427.09,21093.91
218,35381.89,21065.11
219,35448.59,21103.21
220,35464.29,21114.81
221,35399.69,21077.71
222,35343.19,21042.21
223,35406.19,21079.71
224,35421.59,21087.91
225,35337.29,21039.11
226,35404.29,21077.41
227,35496.89,21133.51
228,35406.49,21078.31
229,35385.29,21064.11
230,35452.19,21105.81
231,35407.19,21080.01
232,35304.49,21018.01
233,35400.69,21078.21
234,35475.49,21120.41
235,35386.39,21070.21
236,35392.69,21070.81
237,35487.59,21126.81
238,35419.39,21086.21
239,35342.29,21040.21
240,35372.79,21058.81
241,35407.69,21079.11
242,35385.09,21064.41
243,35406.99,21078.11
244,35462.99,21113.01
245,35437.79,21099.11
246,35386.59,21069.31
247,35444.59,21100.91
248,35434.09,21093.51
249,35366.89,21055.01
250,35377.59,21059.71
251,35473.19,21119.61
252,35404.59,21077.11
253,35393.59,21069.91
254,35457.89,21107.61
255,35432.49,21094.51
256,35329.19,21029.81
257,35405.39,21074.91
258,35398.99,21072.51
259,35282.59,21002.01
260,35284.49,21005.11
261,35372.09,21058.11
262,35359.99,21050.01
263,35371.19,21057.91
264,35464.09,21114.51
265,35480.59,21121.31
266,35429.39,21091.41
267,35414.39,21083.11
268,35432.09,21092.91
269,35397.49,21074.01
270,35359.89,21050.31
271,35396.79,21072.11
272,35417.69,21087.11
273,35388.49,21068.31
274,35398.99,21069.51
275,35459.79,21107.71
276,35423.09,21088.31
277,35395.99,21069.01
278,35427.29,21090.41
279,35445.59,21101.21
280,35370.39,21059.91
281,35374.99,21059.21
282,35422.69,21086.11
283,35407.69,21076.41
284,35402.89,21076.11
285,35451.09,21105.71
286,35423.69,21088.41
287,35371.49,21057.61
288,35393.19,21068.11
289,35429.79,21091.41
290,35390.89,21065.21
291,35392.79,21066.91
292,35443.79,21097.01
293,35423.59,21085.61
294,35396.89,21072.11
295,35397.19,21069.11
296,35431.09,21090.41
297,35389.69,21065.61
298,35385.29,21062.41
299,35440.09,21091.41
300,35433.49,21089.51
301,35396.59,21072.01
302,35439.39,21094.31
303,35408.99,21076.51
304,35358.79,21046.51
305,35392.79,21068.61
306,35418.49,21080.51
307,35394.59,21069.31
308,35420.19,21083.91
309,35435.19,21090.61
310,35407.89,21075.51
311,35409.89,21076.41
312,35401.09,21071.11
313,35407.09,21074.71
314,35390.39,21066.81
315,35394.09,21067.31
316,35401.79,21072.41
317,35434.09,21088.01
318,35409.99,21079.81
319,35387.59,21063.51
320,35443.69,21098.91
321,35425.29,21089.11
322,35390.89,21062.01
323,35413.19,21076.71
324,35447.49,21098.91
325,35429.79,21094.01
326,35412.39,21080.71
327,35439.09,21097.51
328,35394.69,21073.71
329,35383.09,21064.61
330,35395.99,21070.91
331,35397.49,21070.81
332,35396.49,21072.51
333,35415.49,21081.91
334,35416.09,21082.41
335,35415.09,21085.01
336,35398.49,21071.11
337,35409.09,21078.61
338,35416.79,21086.01
339,35414.99,21080.71
340,35399.29,21073.71
341,35445.69,21097.31
342,35440.39,21097.51
343,35388.89,21065.11
344,35422.09,21087.21
345,35417.69,21086.41
346,35363.19,21053.31
347,35381.69,21064.71
348,35411.29,21082.21
349,35404.09,21080.11
350,35405.89,21076.21
351,35435.89,21094.91
352,35418.09,21083.11
353,35412.09,21083.51
354,35411.99,21078.71
355,35407.79,21076.91
356,35411.99,21079.31
357,35396.79,21068.11
358,35410.59,21078.71
359,35428.09,21091.11
360,35424.09,21085.21
361,35407.39,21076.41
362,35433.49,21095.01
363,35420.89,21086.31
364,35405.99,21075.41
365,35408.19,21077.61
366,35437.99,21095.61
367,35389.59,21068.01
368,35385.59,21065.11
369,35417.49,21082.81
370,35388.89,21066.21
371,35404.19,21076.91
372,35416.39,21085.81
373,35396.29,21072.51
374,35412.59,21079.11
375,35435.09,21093.11
376,35403.79,21078.21
377,35424.89,21088.01
378,35432.79,21090.61
379,35412.89,21079.01
380,35407.49,21076.91
381,35423.49,21083.81
382,35404.79,21078.51
383,35391.19,21066.71
384,35407.29,21076.81
385,35391.39,21070.31
386,35395.59,21068.21
387,35411.89,21079.51
388,35399.89,21072.71
389,35411.19,21075.61
390,35437.29,21095.91
391,35412.99,21080.51
392,35401.59,21072.01
393,35408.89,21079.61
394,35400.59,21071.81
395,35389.09,21065.41
396,35403.89,21072.51
397,35425.49,21083.21
398,35403.59,21074.11
399,35436.29,21094.91
400,35404.09,21076.71
401,35409.89,21076.61
402,35410.09,21077.21
403,35405.29,21074.51
404,35400.59,21070.91
405,35410.59,21073.31
406,35405.99,21075.61
407,35420.39,21082.31
408,35433.39,21091.61
409,35409.09,21079.31
410,35416.19,21078.01
411,35424.49,21085.01
412,35402.39,21072.61
413,35384.99,21061.51
414,35392.19,21067.41
415,35390.09,21065.11
416,35398.49,21070.91
417,35418.09,21082.11
418,35433.59,21093.21
419,35428.09,21088.91
420,35448.59,21102.41
421,35449.69,21100.81
422,35420.29,21086.31
423,35420.99,21089.21
424,35385.89,21068.61
425,35384.89,21064.61
426,35420.89,21087.21
427,35366.79,21056.51
428,35399.89,21072.51
429,35464.19,21113.71
430,35402.69,21075.61
431,35388.09,21067.11
432,35422.89,21089.21
433,35377.39,21061.51
434,35367.29,21055.91
435,35433.09,21092.21
436,35436.89,21097.51
437,35414.99,21083.51
438,35452.89,21104.51
439,35439.49,21099.41
440,35395.49,21072.71
441,35417.69,21083.31
442,35411.09,21081.31
443,35381.69,21062.61
444,35389.19,21065.31
445,35409.09,21077.21
446,35413.19,21078.61
447,35419.99,21083.91
448,35430.49,21088.11
449,35419.79,21082.81
450,35404.99,21078.21
451,35399.39,21073.51
452,35386.89,21068.21
453,35405.29,21077.31
454,35387.59,21064.41
455,35408.39,21077.61
456,35438.29,21094.01
457,35440.29,21098.81
458,35401.49,21075.21
459,35442.79,21097.41
460,35420.29,21084.11
461,35385.09,21066.21
462,35406.29,21079.51
463,35395.29,21070.11
464,35380.19,21061.41
465,35414.09,21081.11
466,35435.99,21093.81
467,35420.79,21087.11
468,35448.49,21101.41
469,35444.99,21102.21
470,35388.29,21064.51
471,35386.89,21064.11
472,35386.49,21062.51
473,35366.89,21052.91
474,35416.29,21083.51
475,35425.49,21089.11
476,35420.39,21083.41
477,35457.79,21107.91
478,35432.89,21091.21
479,35381.79,21062.81
480,35408.09,21079.71
481,35391.89,21067.31
482,35359.59,21049.41
483,35403.29,21071.31
484,35436.39,21091.51
485,35425.39,21089.41
486,35459.29,21108.41
487,35462.89,21109.71
488,35387.59,21067.41
489,35389.79,21063.61
490,35413.19,21080.91
491,35366.69,21054.11
492,35362.39,21051.81
493,35428.09,21088.31
494,35421.29,21084.71
495,35429.19,21089.41
496,35437.19,21094.31
497,35413.49,21080.11
498,35413.79,21082.61
499,35414.09,21078.01
500,35388.39,21065.91
501,35390.99,21066.51
502,35395.19,21067.51
503,35393.49,21069.81
504,35424.29,21089.31
505,35442.29,21097.41
506,35421.39,21085.61
507,35433.59,21087.11
508,35436.79,21094.91
509,35378.99,21057.71
510,35383.49,21061.51
511,35409.69,21077.71
512,35368.69,21052.91
513,35423.59,21084.51
514,35440.19,21095.41
515,35423.79,21087.41
516,35405.09,21076.71
517,35439.89,21096.51
518,35408.29,21077.41
519,35368.59,21054.51
520,35413.69,21081.61
521,35392.19,21067.01
522,35397.49,21070.51
523,35438.19,21093.51
524,35443.39,21101.51
525,35421.39,21083.51
526,35431.19,21090.31
527,35407.69,21077.61
528,35372.79,21055.91
529,35406.39,21075.71
530,35374.89,21060.01
531,35405.29,21075.41
532,35435.49,21094.81
533,35449.09,21102.21
534,35440.99,21098.81
535,35421.59,21087.61
536,35400.29,21073.41
537,35373.19,21056.81
538,35405.89,21074.21
539,35401.99,21073.71
540,35381.89,21062.61
541,35430.89,21089.21
542,35442.29,21095.11
543,35423.39,21088.01
544,35422.59,21089.91
545,35403.99,21073.81
546,35371.69,21056.71
547,35395.99,21070.61
548,35416.39,21082.91
549,35406.59,21073.91
550,35425.19,21088.21
551,35427.89,21089.11
552,35408.79,21080.11
553,35424.79,21086.91
554,35430.79,21090.41
555,35404.39,21072.31
556,35414.19,21080.21
557,35403.99,21074.31
558,35381.09,21061.21
559,35401.99,21072.91
560,35422.29,21086.91
561,35418.59,21080.41
562,35435.19,21090.81
563,35417.59,21081.21
564,35396.79,21071.81
565,35423.29,21087.01
566,35412.99,21075.81
567,35393.99,21067.21
568,35399.29,21070.11
569,35396.69,21072.11
570,35395.49,21070.21
571,35423.59,21084.01
572,35433.59,21091.81
573,35421.39,21086.21
574,35433.69,21092.41
575,35410.19,21076.11
576,35395.69,21069.81
577,35404.99,21076.11
578,35390.79,21065.81
579,35384.89,21060.61
580,35428.19,21091.21
581,35415.89,21081.91
582,35423.99,21086.81
583,35445.99,21100.51
584,35417.49,21082.81
585,35374.09,21055.61
586,35409.49,21075.51
587,35390.59,21065.11
588,35361.69,21049.01
589,35447.09,21099.61
590,35446.79,21100.31
591,35414.89,21080.31
592,35447.09,21098.81
593,35422.99,21083.11
594,35357.39,21046.41
595,35381.19,21062.71
596,35404.49,21078.91
597,35372.29,21056.21
598,35428.39,21089.61
599,35452.59,21105.01
600,35423.39,21086.21
601,35425.49,21088.61
602,35428.49,21089.71
603,35399.79,21071.21
604,35390.69,21067.31
605,35395.29,21071.51
606,35419.69,21084.31
607,35407.49,21077.01
608,35427.19,21087.21
609,35436.29,21094.21
610,35443.79,21097.01
611,35403.39,21076.31
612,35409.99,21076.51
613,35396.39,21070.61
614,35370.09,21057.81
615,35382.69,21065.01
616,35417.29,21084.01
617,35418.59,21087.01
618,35416.19,21081.41
619,35447.79,21102.81
620,35426.99,21087.41
621,35408.19,21076.51
622,35415.89,21082.71
623,35397.69,21069.11
624,35378.09,21059.91
625,35394.69,21068.71
626,35407.39,21077.21
627,35410.49,21078.11
628,35442.69,21098.21
629,35449.89,21099.21
630,35416.99,21079.81
631,35428.2,21089.61
632,35395.39,21068.31
633,35357.29,21045.91
634,35402.89,21076.01
635,35391.29,21068.11
636,35395.89,21069.01
637,35439.39,21097.61
638,35464.79,21109.91
639,35403.09,21074.21
640,35421.09,21086.81
641,35407.09,21075.11
642,35367.59,21050.91
643,35399.29,21069.31
644,35428.39,21089.11
645,35422.09,21084.41
646,35432.29,21092.11
647,35455.19,21104.91
648,35416.39,21080.71
649,35390.79,21066.81
650,35418.29,21085.01
651,35366.69,21054.91
652,35385.29,21062.11
653,35436.09,21093.31
654,35433.79,21087.21
655,35427.29,21088.51
656,35420.69,21083.01
657,35401.69,21070.91
658,35380.49,21060.41
659,35401.39,21070.41
660,35404.39,21074.61
661,35411.09,21082.11
662,35424.19,21085.31
663,35411.19,21076.81
664,35420.59,21083.41
665,35406.49,21077.51
666,35402.09,21072.81
667,35423.19,21086.01
668,35403.69,21072.61
669,35429.89,21090.51
670,35431.79,21091.11
671,35413.99,21082.21
672,35392.79,21068.31
673,35440.59,21094.21
674,35391.59,21067.51
675,35363.49,21050.81
676,35406.69,21079.41
677,35402.79,21074.21
678,35387.29,21065.61
679,35450.49,21105.01
680,35446.29,21099.31
681,35409.69,21075.01
682,35430.69,21090.91
683,35429.49,21089.81
684,35357.79,21044.41
685,35374.29,21058.51
686,35426.29,21090.71
687,35398.59,21073.51
688,35422.89,21086.71
689,35449.89,21102.41
690,35423.09,21087.21
691,35408.29,21075.71
692,35426.39,21085.41
693,35382.89,21061.61
694,35366.39,21051.81
695,35400.89,21071.81
696,35395.19,21067.91
697,35407.49,21076.01
698,35441.19,21094.51
699,35439.59,21095.81
700,35430.89,21091.21
701,35426.89,21088.01
702,35389.99,21067.91
703,35406.29,21074.61
704,35420.69,21082.91
705,35390.79,21065.01
706,35409.59,21078.61
707,35415.19,21083.81
708,35407.49,21077.71
709,35419.59,21082.41
710,35432.39,21092.91
711,35401.39,21072.91
712,35414.49,21079.41
713,35428.89,21087.31
714,35373.89,21057.71
715,35396.79,21067.91
716,35437.09,21092.31
717,35410.89,21075.21
718,35399.99,21072.61
719,35427.29,21088.61
720,35391.19,21069.71
721,35405.99,21073.81
722,35411.99,21081.31
723,35376.69,21056.61
724,35435.89,21091.71
725,35456.49,21104.51
726,35395.79,21067.11
727,35444.89,21096.91
728,35433.19,21092.11
729,35368.69,21053.71
730,35395.19,21068.91
731,35445.49,21100.21
732,35380.99,21059.81
733,35399.09,21072.51
734,35453.09,21103.71
735,35350.69,21043.31
736,35420.79,21084.41
737,35463.39,21110.71
738,35402.09,21074.91
739,35410.09,21073.71
740,35447.19,21099.01
741,35379.19,21061.01
742,35391.89,21065.11
743,35435.09,21095.71
744,35390.09,21066.51
745,35382.09,21062.31
746,35437.59,21095.11
747,35402.39,21072.61
748,35430.69,21089.51
749,35425.59,21086.51
750,35401.49,21073.41
751,35400.29,21071.21
752,35421.29,21087.31
753,35383.79,21062.01
754,35403.49,21075.41
755,35441.39,21094.11
756,35408.49,21078.11
757,35396.29,21067.91
758,35424.59,21089.01
759,35404.99,21076.91
760,35420.89,21084.61
761,35425.99,21086.11
762,35412.59,21078.21
763,35393.09,21070.01
764,35402.39,21073.71
765,35378.79,21057.61
766,35424.29,21083.91
767,35454.09,21102.01
768,35410.09,21077.31
769,35424.39,21084.91
770,35446.79,21101.71
771,35365.59,21048.31
772,35379.89,21060.31
773,35412.79,21082.31
774,35383.09,21062.81
775,35410.99,21080.91
776,35456.59,21104.61
777,35419.39,21085.31
778,35422.99,21082.51
779,35433.09,21089.81
780,35396.89,21068.41
781,35382.59,21059.21
782,35412.19,21077.31
783,35391.49,21067.81
784,35393.39,21067.01
785,35420.39,21085.31
786,35412.69,21080.61
787,35447.99,21100.11
788,35450.29,21103.71
789,35414.99,21084.11
790,35406.79,21077.11
791,35414.79,21079.31
792,35378.99,21058.31
793,35376.49,21056.01
794,35415.59,21083.11
795,35391.89,21067.21
796,35395.99,21067.41
797,35450.29,21100.11
798,35433.49,21092.71
799,35426.19,21086.81
800,35419.39,21081.51
801,35400.29,21069.81
802,35385.99,21062.61
803,35405.99,21074.11
804,35386.09,21063.81
805,35406.59,21078.81
806,35441.79,21098.21
807,35416.29,21084.81
808,35438.59,21094.81
809,35419.29,21082.71
810,35392.59,21069.81
811,35390.69,21068.41
812,35414.89,21083.41
813,35381.29,21061.91
814,35419.29,21085.01
815,35443.89,21100.21
816,35405.09,21074.11
817,35403.29,21074.01
818,35435.79,21092.71
819,35397.89,21070.81
820,35370.29,21054.11
821,35432.79,21091.91
822,35407.59,21077.91
823,35411.89,21083.01
824,35445.39,21097.31
825,35435.19,21093.81
826,35431.19,21089.81
827,35416.89,21083.51
828,35385.69,21062.31
829,35377.29,21060.21
830,35408.19,21079.31
831,35388.19,21065.51
832,35403.49,21072.61
833,35450.79,21101.81
834,35407.39,21078.21
835,35401.39,21073.81
836,35435.99,21098.21
837,35395.89,21070.11
838,35377.29,21057.31
839,35437.59,21095.81
840,35409.79,21079.61
841,35383.09,21062.51
842,35447.29,21102.81
843,35419.69,21085.21
844,35398.09,21071.11
845,35464.39,21111.31
846,35398.59,21072.41
847,35381.99,21062.01
848,35406.09,21075.61
849,35410.79,21080.61
850,35396.99,21069.91
851,35431.19,21091.91
852,35398.49,21069.11
853,35396.49,21068.91
854,35437.79,21097.51
855,35409.69,21077.41
856,35399.19,21072.21
857,35424.99,21089.21
858,35413.59,21083.41
859,35401.19,21077.11
860,35425.29,21088.01
861,35426.49,21089.71
862,35412.79,21078.01
863,35416.59,21079.91
864,35425.19,21088.91
865,35367.29,21053.41
866,35408.79,21074.71
867,35413.79,21081.21
868,35405.69,21075.71
869,35417.99,21082.41
870,35445.29,21099.31
871,35424.79,21087.81
872,35437.49,21094.71
873,35385.29,21064.91
874,35375.59,21059.71
875,35430.99,21091.61
876,35400.59,21073.71
877,35380.39,21062.31
878,35428.59,21090.01
879,35407.19,21077.01
880,35419.79,21084.41
881,35431.29,21092.01
882,35408.49,21079.81
883,35392.19,21067.01
884,35420.49,21086.61
885,35420.89,21086.31
886,35382.49,21065.21
887,35400.79,21072.61
888,35440.49,21095.01
889,35409.89,21079.51
890,35402.69,21074.21
891,35424.69,21089.61
892,35421.09,21084.01
893,35422.19,21087.51
894,35392.09,21069.71
895,35404.19,21076.61
896,35423.99,21087.31
897,35395.09,21069.41
898,35393.19,21070.31
899,35441.29,21097.91
900,35406.29,21076.51
901,35387.39,21064.71
902,35455.09,21106.51
903,35404.39,21073.91
904,35403.19,21074.51
905,35421.99,21088.41
906,35393.89,21068.81
907,35381.19,21063.91
908,35451.39,21104.61
909,35443.49,21098.61
910,35370.49,21055.91
911,35416.69,21083.61
912,35449.09,21101.21
913,35394.89,21074.31
914,35418.79,21086.71
915,35412.29,21079.81
916,35390.39,21069.61
917,35414.09,21083.81
918,35421.29,21086.31
919,35379.19,21060.11
920,35436.69,21093.91
921,35413.89,21082.61
922,35371.69,21057.91
923,35420.99,21087.11
924,35441.19,21099.71
925,35386.59,21066.51
926,35417.79,21086.91
927,35456.09,21108.61
928,35362.59,21052.91
929,35413.79,21077.01
930,35429.79,21091.51
931,35386.59,21063.71
932,35445.29,21100.91
933,35425.79,21087.81
934,35411.69,21081.71
935,35424.19,21088.11
936,35406.39,21078.61
937,35346.59,21045.21
938,35379.99,21060.71
939,35401.99,21077.41
940,35404.39,21074.31
941,35457.89,21111.11
942,35464.49,21113.01
943,35408.09,21077.51
944,35424.69,21087.71
945,35409.19,21078.71
946,35385.49,21063.41
947,35396.79,21072.21
948,35401.69,21077.11
949,35397.69,21074.01
950,35455.69,21109.31
951,35443.19,21099.31
952,35413.89,21079.71
953,35435.29,21095.31
954,35387.39,21067.71
955,35371.99,21053.51
956,35385.69,21063.01
957,35385.49,21065.51
958,35416.69,21082.11
959,35418.19,21085.61
960,35426.89,21088.91
961,35421.09,21084.01
962,35438.39,21098.61
963,35408.49,21077.71
964,35387.59,21069.51
965,35416.09,21083.81
966,35402.49,21077.91
967,35392.29,21068.71
968,35433.79,21094.61
969,35449.19,21100.71
970,35406.09,21077.71
971,35429.19,21091.01
972,35397.39,21074.61
973,35355.69,21048.81
974,35388.19,21065.71
975,35425.89,21088.21
976,35389.79,21065.51
977,35434.39,21093.91
978,35436.39,21094.91
979,35429.19,21092.61
980,35432.59,21095.11
981,35437.79,21094.11
982,35390.29,21071.31
983,35417.99,21087.21
984,35388.09,21067.91
985,35374.79,21057.01
986,35409.29,21080.41
987,35418.59,21084.01
988,35430.69,21092.81
989,35457.49,21109.01
990,35435.19,21096.91
991,35389.29,21067.61
992,35395.49,21073.51
993,35398.89,21072.71
994,35368.69,21055.21
995,35385.09,21065.31
996,35450.59,21106.61
997,35438.99,21098.01
998,35409.89,21081.31
999,35450.99,21104.51
1000,35408.99,21079.21
1001,35377.69,21060.11
1002,35392.69,21070.21
1003,35370.09,21057.81
1004,35392.39,21070.31
1005,35431.99,21095.41
1006,35436.89,21094.21
1007,35471.39,21117.01
1008,35430.39,21093.81
1009,35418.59,21084.91
1010,35403.99,21075.31
1011,35389.09,21067.71
1012,35334.59,21036.81
1013,35394.49,21070.21
1014,35399.99,21073.61
1015,35401.09,21073.71
1016,35421.89,21086.11
1017,35455.19,21110.41
1018,35408.29,21080.61
1019,35428.59,21090.41
1020,35494.89,21131.91
1021,35427.09,21091.81
1022,35395.29,21070.81
1023,35390.79,21069.61
1024,35338.29,21036.61
1025,35380.49,21063.21
1026,35410.89,21080.61
1027,35409.79,21079.31
1028,35454.09,21107.21
1029,35466.79,21111.81
1030,35416.99,21085.31
1031,35418.39,21083.31
1032,35416.59,21083.11
1033,35342.09,21041.41
1034,35354.39,21048.41
1035,35411.99,21082.21
1036,35406.69,21080.31
1037,35432.29,21091.21
1038,35517.99,21145.71
1039,35411.19,21083.01
1040,35393.69,21064.51
1041,35412.59,21084.21
1042,35354.49,21049.61
1043,35351.49,21045.21
1044,35431.29,21092.01
1045,35416.89,21085.51
1046,35392.79,21069.41
1047,35470.49,21118.21
1048,35444.09,21099.31
1049,35400.49,21073.01
1050,35432.59,21094.71
1051,35387.19,21069.11
1052,35387.89,21068.71
1053,35439.59,21097.81
1054,35412.99,21083.61
1055,35407.59,21080.51
1056,35470.39,21119.41
1057,35395.19,21073.81
1058,35387.79,21067.71
1059,35413.99,21084.11
1060,35380.99,21061.21
1061,35391.79,21070.71
1062,35450.19,21102.31
1063,35407.79,21082.91
1064,35411.19,21082.31
1065,35457.89,21110.21
1066,35390.99,21070.61
1067,35373.09,21057.51
1068,35409.09,21078.71
1069,35386.59,21067.31
1070,35409.19,21078.81
1071,35439.29,21097.91
1072,35423.39,21092.01
1073,35408.79,21079.21
1074,35445.99,21104.51
1075,35397.79,21074.71
1076,35390.39,21066.01
1077,35423.29,21087.71
1078,35385.59,21065.91
1079,35405.29,21078.11
1080,35425.69,21093.81
1081,35410.29,21082.61
1082,35414.29,21080.61
1083,35434.09,21094.71
1084,35413.29,21080.91
1085,35408.99,21079.81
1086,35429.89,21093.71
1087,35387.89,21069.51
1088,35379.69,21062.81
1089,35411.69,21080.71
1090,35408.59,21078.91
1091,35429.19,21091.51
1092,35447.69,21104.41
1093,35410.89,21082.11
1094,35404.99,21078.21
1095,35432.39,21095.01
1096,35387.59,21069.81
1097,35383.49,21064.51
1098,35402.89,21075.61
1099,35416.19,21084.91
1100,35436.79,21098.51
1101,35447.99,21105.31
1102,35395.69,21074.11
1103,35382.49,21064.71
1104,35423.19,21086.91
1105,35362.09,21053.41
1106,35401.29,21076.51
1107,35465.29,21111.01
1108,35402.19,21079.21
1109,35443.29,21098.91
1110,35475.39,21120.51
1111,35350.89,21047.01
1112,35352.09,21047.41
1113,35426.89,21090.31
1114,35371.69,21058.71
1115,35394.79,21071.91
1116,35477.59,21121.31
1117,35419.89,21089.01
1118,35394.69,21073.21
1119,35455.69,21111.01
1120,35387.49,21069.41
1121,35377.89,21060.91
1122,35442.69,21103.51
1123,35380.89,21066.91
1124,35401.29,21077.41
1125,35458.19,21111.11
1126,35404.79,21080.21
1127,35395.69,21070.91
1128,35482.09,21128.11
1129,35396.79,21073.71
1130,35359.09,21048.91
1131,35416.09,21085.41
1132,35387.39,21069.71
1133,35347.79,21042.31
1134,35455.99,21111.01
1135,35429.19,21093.81
1136,35408.39,21081.41
1137,35456.69,21109.91
1138,35446.29,21105.41
1139,35379.39,21063.31
1140,35405.99,21080.71
1141,35426.49,21094.31
1142,35368.19,21056.01
1143,35411.69,21082.71
1144,35427.59,21096.21
1145,35396.99,21076.81
1146,35447.49,21105.41
1147,35426.19,21093.71
1148,35395.59,21074.21
1149,35427.89,21092.61
1150,35385.29,21067.11
