Pulse,Dose1,Dose2
211,35455.28,21106.96
212,35465.18,21109.86
213,35402.48,21071.76
214,35424.78,21085.16
215,35427.18,21086.66
216,35360.98,21048.16
217,35364.38,21047.56
218,35432.78,21089.96
219,35430.38,21089.46
220,35401.18,21071.96
221,35446.78,21097.06
222,35438.28,21093.26
223,35362.98,21051.46
224,35391.98,21065.76
225,35414.18,21076.56
226,35374.48,21055.86
227,35382.98,21061.76
228,35454.58,21104.96
229,35442.28,21097.56
230,35392.48,21063.76
231,35412.78,21078.56
232,35418.78,21079.96
233,35399.38,21070.66
234,35384.08,21060.16
235,35430.68,21088.16
236,35425.98,21084.26
237,35402.78,21072.36
238,35415.18,21074.86
239,35443.88,21095.96
240,35407.78,21077.56
241,35365.38,21052.66
242,35435.18,21090.46
243,35423.88,21085.96
244,35377.28,21055.96
245,35389.78,21062.46
246,35417.98,21082.06
247,35384.28,21062.36
248,35375.98,21054.96
249,35414.58,21077.46
250,35418.58,21080.56
251,35435.18,21090.16
252,35427.98,21085.86
253,35451.78,21098.86
254,35422.38,21082.76
255,35391.18,21059.76
256,35407.88,21072.46
257,35412.28,21078.16
258,35387.98,21063.26
259,35376.38,21052.26
260,35446.88,21096.56
261,35411.58,21074.16
262,35374.78,21054.46
263,35447.48,21097.36
264,35430.38,21086.36
265,35396.28,21063.46
266,35408.78,21073.06
267,35420.88,21082.26
268,35384.08,21059.66
269,35366.88,21049.46
270,35442.58,21094.86
271,35411.98,21075.56
272,35423.08,21083.56
273,35407.98,21077.36
274,35414.88,21080.96
275,35413.78,21081.56
276,35398.88,21067.86
277,35413.48,21078.46
278,35429.68,21092.56
279,35412.98,21081.96
280,35391.68,21068.46
281,35446.18,21098.96
282,35406.78,21077.96
283,35370.68,21054.56
284,35403.28,21075.56
285,35422.08,21085.66
286,35383.78,21064.56
287,35416.08,21080.56
288,35430.08,21091.36
289,35429.48,21088.26
290,35418.68,21083.26
291,35414.38,21078.66
292,35426.78,21086.36
293,35405.08,21074.86
294,35370.78,21054.26
295,35404.48,21074.06
296,35384.58,21059.86
297,35341.88,21034.56
298,35352.88,21039.56
299,35407.48,21075.06
300,35391.58,21068.76
301,35383.58,21059.36
302,35461.98,21106.46
303,35439.78,21097.46
304,35402.88,21073.86
305,35431.78,21088.86
306,35425.78,21089.96
307,35401.98,21074.96
308,35405.58,21074.06
309,35430.18,21091.36
310,35417.38,21082.66
311,35406.48,21079.16
312,35403.68,21076.16
313,35415.78,21083.36
314,35410.38,21079.36
315,35381.78,21059.86
316,35395.38,21068.96
317,35416.58,21083.46
318,35430.28,21090.66
319,35433.48,21093.86
320,35435.58,21094.66
321,35425.18,21090.66
322,35422.88,21086.06
323,35401.58,21070.16
324,35390.68,21066.56
325,35383.48,21060.56
326,35389.68,21068.16
327,35389.08,21068.66
328,35397.78,21071.06
329,35440.58,21100.26
330,35416.58,21079.76
331,35427.88,21088.06
332,35418.48,21082.16
333,35426.08,21085.46
334,35387.68,21064.06
335,35418.68,21081.36
336,35408.38,21076.16
337,35379.68,21060.36
338,35412.98,21082.06
339,35420.28,21084.86
340,35401.88,21076.36
341,35417.58,21082.76
342,35435.88,21091.76
343,35402.38,21073.86
344,35419.98,21079.76
345,35396.78,21071.16
346,35406.18,21076.96
347,35416.18,21081.46
348,35403.98,21074.06
349,35405.58,21076.56
350,35431.78,21092.16
351,35408.88,21078.26
352,35394.18,21065.76
353,35431.48,21087.76
354,35415.08,21079.06
355,35418.08,21082.66
356,35439.88,21096.16
357,35440.68,21094.36
358,35396.08,21068.06
359,35428.88,21090.86
360,35416.28,21083.66
361,35380.88,21062.26
362,35379.68,21060.66
363,35420.48,21084.16
364,35397.78,21073.36
365,35411.78,21080.36
366,35438.28,21097.46
367,35416.08,21083.66
368,35401.18,21076.06
369,35416.68,21084.26
370,35392.78,21067.16
371,35417.18,21085.96
372,35406.88,21077.66
373,35416.18,21082.16
374,35418.68,21081.96
375,35418.58,21084.26
376,35393.08,21068.76
377,35413.68,21078.26
378,35400.98,21073.86
379,35407.98,21078.56
380,35431.28,21091.36
381,35450.08,21099.56
382,35385.08,21061.46
383,35405.58,21076.56
384,35408.68,21077.56
385,35378.38,21058.06
386,35386.48,21064.06
387,35417.98,21083.56
388,35432.88,21089.06
389,35449.08,21103.06
390,35436.18,21091.26
391,35413.58,21082.16
392,35410.18,21078.46
393,35388.38,21064.96
394,35380.88,21061.56
395,35398.18,21070.96
396,35396.18,21068.16
397,35416.08,21082.06
398,35448.48,21099.16
399,35417.68,21082.26
400,35413.48,21081.56
401,35429.88,21089.16
402,35420.48,21082.16
403,35408.08,21077.46
404,35415.08,21079.86
405,35416.18,21081.06
406,35382.38,21061.06
407,35396.58,21070.56
408,35408.88,21077.66
409,35393.48,21069.06
410,35436.78,21091.36
411,35439.38,21094.76
412,35395.88,21070.06
413,35404.38,21071.36
414,35432.58,21087.36
415,35393.28,21067.36
416,35394.58,21064.56
417,35433.78,21089.36
418,35410.38,21072.06
419,35393.88,21067.46
420,35433.68,21092.36
421,35407.78,21074.86
422,35411.58,21075.46
423,35420.78,21081.26
424,35416.48,21082.06
425,35417.68,21081.36
426,35436.98,21092.26
427,35392.48,21063.26
428,35392.28,21066.76
429,35391.88,21065.16
430,35391.98,21063.66
431,35399.68,21069.56
432,35421.48,21085.46
433,35420.98,21084.46
434,35443.78,21095.76
435,35446.48,21096.76
436,35399.38,21071.46
437,35407.18,21073.16
438,35393.88,21067.96
439,35376.68,21058.06
440,35404.18,21071.56
441,35420.58,21079.86
442,35402.18,21071.26
443,35411.78,21079.46
444,35445.78,21099.56
445,27805.78,16548.36
446,35468.88,21115.66
447,35456.48,21110.56
448,35420.48,21088.46
449,35394.08,21071.76
450,35388.58,21066.66
451,35371.88,21059.26
452,35375.18,21060.66
453,35428.78,21094.06
454,35427.58,21092.16
455,35436.98,21098.46
456,35474.58,21117.86
457,35387.88,21070.36
458,35379.48,21063.36
459,35418.38,21086.66
460,35371.18,21060.16
461,35379.08,21062.66
462,35438.48,21100.96
463,35416.38,21088.56
464,35410.78,21083.06
465,35457.48,21109.06
466,35427.18,21091.86
467,35400.08,21074.36
468,35414.68,21084.16
469,35420.38,21084.86
470,35390.08,21068.76
471,35409.78,21080.96
472,35403.48,21076.76
473,35411.58,21077.56
474,35419.98,21084.66
475,35401.68,21076.66
476,35416.07,21084.66
477,35419.48,21086.76
478,35417.88,21085.66
479,35420.38,21086.76
480,35426.18,21090.36
481,35394.88,21071.06
482,35406.88,21076.56
483,35412.88,21080.56
484,35371.48,21055.86
485,35411.28,21078.36
486,35451.38,21103.66
487,35400.28,21073.26
488,35415.48,21082.46
489,35439.98,21098.46
490,35408.28,21079.56
491,35406.98,21076.66
492,35431.98,21091.06
493,35376.48,21062.16
494,35396.58,21069.16
495,35431.58,21092.46
496,35403.68,21075.76
497,35418.98,21084.46
498,35458.28,21107.06
499,35407.68,21080.16
500,35403.88,21073.36
501,35421.28,21084.76
502,35364.58,21052.26
503,35384.58,21062.86
504,35450.98,21103.86
505,35422.58,21087.16
506,35392.68,21069.66
507,35452.18,21106.96
508,35416.88,21084.46
509,35354.08,21047.06
510,35415.38,21081.26
511,35414.08,21079.56
512,35398.98,21070.66
513,35438.98,21099.46
514,35421.88,21086.36
515,35425.28,21087.56
516,35413.98,21081.76
517,35421.38,21086.86
518,35385.07,21066.86
519,35412.58,21083.06
520,35391.98,21069.46
521,35391.38,21067.26
522,35413.88,21080.56
523,35413.18,21080.56
524,35426.58,21090.16
525,35465.07,21112.86
526,35410.18,21079.16
527,35398.38,21072.76
528,35417.58,21083.86
529,35387.58,21063.96
530,35380.58,21062.86
531,35412.88,21077.16
532,35419.08,21086.96
533,35421.88,21086.06
534,35455.18,21104.46
535,35413.28,21081.06
536,35416.28,21083.16
537,35418.88,21084.46
538,35385.98,21060.76
539,35381.18,21060.96
540,35419.48,21084.86
541,35392.08,21068.96
542,35382.88,21064.06
543,35416.68,21084.76
544,35413.78,21083.06
545,35414.88,21081.46
546,35451.48,21100.96
547,35413.28,21082.86
548,35390.98,21068.26
549,35431.68,21090.86
550,35414.78,21082.96
551,35391.28,21067.16
552,35432.98,21092.66
553,35431.18,21091.06
554,35416.68,21084.06
555,35436.78,21094.36
556,35425.38,21085.56
557,35403.98,21073.16
558,35434.58,21091.76
559,35410.38,21080.26
560,35396.78,21071.66
561,35422.38,21087.86
562,35408.18,21076.96
563,35385.18,21061.36
564,35410.58,21078.26
565,35402.88,21076.76
566,35414.68,21080.76
567,35428.68,21087.26
568,35409.28,21082.16
569,35409.28,21078.16
570,35417.28,21086.46
571,35427.18,21086.66
572,35416.38,21082.36
573,35436.78,21092.56
574,35413.38,21082.06
575,35404.98,21074.36
576,35404.38,21076.26
577,35376.48,21058.66
578,35401.18,21072.66
579,35425.08,21085.36
580,35405.18,21074.46
581,35420.68,21086.56
582,35430.68,21091.96
583,35396.58,21069.36
584,35407.38,21077.36
585,35444.68,21098.26
586,35402.78,21073.46
587,35399.28,21070.06
588,35433.68,21090.96
589,35415.98,21081.36
590,35386.88,21062.96
591,35431.38,21093.06
592,35413.38,21082.36
593,35396.58,21071.56
594,35438.38,21095.96
595,35423.58,21086.26
596,35388.68,21063.26
597,35433.28,21092.26
598,35416.08,21081.86
599,35394.58,21070.66
600,35402.88,21073.46
601,35409.88,21077.86
602,35376.08,21060.66
603,35415.48,21084.96
604,35441.68,21096.56
605,35404.28,21076.96
606,35427.58,21089.16
607,35435.68,21092.66
608,35398.38,21070.16
609,35391.98,21069.96
610,35415.18,21081.76
611,35399.88,21073.36
612,35403.68,21075.26
613,35424.08,21087.56
614,35426.48,21087.76
615,35417.68,21081.66
616,35403.88,21075.76
617,35405.08,21071.66
618,35424.78,21088.76
619,35391.08,21067.46
620,35379.08,21062.36
621,35424.28,21086.16
622,35418.58,21081.96
623,35415.98,21080.76
624,35428.18,21088.86
625,35407.78,21078.76
626,35396.98,21070.86
627,35407.08,21079.06
628,35413.98,21081.66
629,35424.08,21088.26
630,35437.78,21093.36
631,35421.88,21085.36
632,35420.78,21085.56
633,35429.88,21089.76
634,35390.98,21065.96
635,35406.78,21074.56
636,35398.08,21069.06
637,35407.98,21074.86
638,35374.08,21057.56
639,35433.78,21090.36
640,35421.18,21085.66
641,35408.98,21077.76
642,35430.08,21091.06
643,35431.98,21092.56
644,35376.58,21055.16
645,35429.48,21090.46
646,35425.28,21089.86
647,35383.48,21064.36
648,35432.68,21093.36
649,35419.78,21082.06
650,35381.28,21062.26
651,35406.58,21075.96
652,35408.58,21076.76
653,35388.58,21067.16
654,35419.58,21084.76
655,35444.28,21102.26
656,35420.98,21083.36
657,35426.48,21086.56
658,35431.88,21090.26
659,35397.48,21071.96
660,35403.28,21076.36
661,35404.98,21077.06
662,35379.78,21059.36
663,35399.38,21074.06
664,35407.48,21077.26
665,35422.48,21085.26
666,35436.08,21096.26
667,35436.28,21097.16
668,35439.58,21093.76
669,35436.88,21094.66
670,35396.08,21071.16
671,35377.48,21058.86
672,35415.98,21081.16
673,35403.78,21071.16
674,35376.88,21057.86
675,35431.28,21090.76
676,35416.28,21082.76
677,35415.98,21080.56
678,35445.98,21098.46
679,35422.48,21085.46
680,35388.28,21068.06
681,35404.28,21074.56
682,35396.38,21074.66
683,35377.57,21057.16
684,35425.68,21085.46
685,35448.28,21100.56
686,35419.57,21085.26
687,35439.48,21096.86
688,35435.38,21090.36
689,35379.08,21061.66
690,35411.08,21080.46
691,35400.28,21073.06
692,35359.68,21049.76
693,35407.08,21076.66
694,35440.68,21095.16
695,35397.18,21073.06
696,35435.38,21092.16
697,35454.98,21106.86
698,35391.78,21068.06
699,35397.18,21070.96
700,35447.48,21099.76
701,35381.08,21063.16
702,35401.08,21072.76
703,35441.28,21096.66
704,35393.08,21068.66
705,35409.78,21075.66
706,35444.48,21095.86
707,35400.98,21073.06
708,35390.18,21066.86
709,35418.58,21084.96
710,35428.38,21093.56
711,35419.28,21084.86
712,35418.98,21085.06
713,35414.78,21081.36
714,35394.78,21069.16
715,35404.78,21073.86
716,35424.08,21082.06
717,35413.98,21080.46
718,35426.08,21087.96
719,35414.78,21081.66
720,35412.98,21081.46
721,35384.38,21061.16
722,35421.68,21088.06
723,35426.18,21088.96
724,35392.28,21065.26
725,35403.48,21073.76
726,35436.98,21095.36
727,35407.08,21075.46
728,35387.68,21063.06
729,35432.08,21092.76
730,35415.48,21084.06
731,35392.08,21072.26
732,35442.88,21099.36
733,35435.58,21095.46
734,35363.08,21049.96
735,35426.78,21088.16
736,35457.98,21107.86
737,35385.38,21064.26
738,35420.58,21084.16
739,35458.98,21107.86
740,35374.48,21059.36
741,35398.18,21070.86
742,35472.38,21117.86
743,35382.08,21063.76
744,35386.78,21066.06
745,35470.18,21118.06
746,35409.98,21083.06
747,35372.18,21056.66
748,35435.08,21094.56
749,35416.38,21084.96
750,35379.78,21060.76
751,35419.68,21087.06
752,35433.98,21095.76
753,35396.78,21073.86
754,35395.58,21073.06
755,35432.98,21093.46
756,35401.68,21077.66
757,35406.18,21077.86
758,35431.98,21094.56
759,35422.88,21088.66
760,35400.08,21073.86
761,35427.48,21090.56
762,35429.98,21096.36
763,35384.78,21064.46
764,35382.98,21066.06
765,35445.38,21099.96
766,35406.18,21074.56
767,35384.48,21066.36
768,35430.28,21092.56
769,35441.78,21103.16
770,35390.68,21070.06
771,35440.98,21102.96
772,35435.38,21095.96
773,35343.58,21040.66
774,35411.78,21086.56
775,35454.08,21106.56
776,35364.18,21051.76
777,35427.48,21091.26
778,35477.78,21122.86
779,35361.28,21049.46
780,35401.18,21075.66
781,35447.58,21105.56
782,35380.48,21065.56
783,35368.68,21053.76
784,35455.98,21107.16
785,35424.78,21091.26
786,35373.48,21059.36
787,35454.38,21112.16
788,35450.68,21105.26
789,35382.28,21065.76
790,35418.28,21084.96
791,35422.98,21089.96
792,35388.08,21066.46
793,35397.78,21073.96
794,35438.28,21098.56
795,35399.58,21073.16
796,35389.18,21065.56
797,35433.18,21096.26
798,35436.68,21097.66
799,35409.07,21082.16
800,35413.58,21082.46
801,35459.18,21113.96
802,35399.58,21076.46
803,35363.28,21053.86
804,35413.18,21084.96
805,35411.28,21081.26
806,35368.98,21058.16
807,35435.78,21096.76
808,35444.48,21103.06
809,35395.28,21075.26
810,35432.38,21094.26
811,35446.68,21104.06
812,35377.28,21057.36
813,35421.78,21085.06
814,35447.48,21099.16
815,35362.08,21051.56
816,35393.48,21071.16
817,35468.58,21118.46
818,35366.88,21056.86
819,35398.28,21074.66
820,35486.08,21130.46
821,35402.88,21076.76
822,35366.48,21054.96
823,35470.48,21117.66
824,35414.98,21086.46
825,35362.18,21051.36
826,35455.28,21107.36
827,35404.98,21077.16
828,35348.78,21043.06
829,35440.18,21098.36
830,35411.38,21084.16
831,35386.08,21065.26
832,35443.08,21098.86
833,35429.78,21093.66
834,35404.18,21079.96
835,35435.08,21097.96
836,35423.08,21089.56
837,35408.78,21083.06
838,35415.48,21083.46
839,35423.68,21089.96
840,35387.28,21065.66
841,35392.38,21071.66
842,35394.98,21072.56
843,35413.18,21083.06
844,35420.78,21086.06
845,35416.78,21086.96
846,35420.88,21087.86
847,35418.78,21087.86
848,35422.08,21089.26
849,35417.28,21084.56
850,35398.08,21078.96
851,35391.18,21071.66
852,35408.48,21077.56
853,35434.18,21096.56
854,35413.68,21081.96
855,35433.18,21094.66
856,35459.08,21109.36
857,35375.18,21060.26
858,35397.18,21075.86
859,35421.28,21090.86
860,35378.48,21062.06
861,35398.08,21071.16
862,35422.58,21091.56
863,35418.48,21086.86
864,35412.98,21082.76
865,35484.88,21128.46
866,35395.08,21072.56
867,35404.68,21077.86
868,35435.88,21098.86
869,35386.98,21068.36
870,35390.08,21067.76
871,35457.38,21107.96
872,35378.78,21065.86
873,35375.98,21059.56
874,35465.08,21112.26
875,35379.88,21065.26
876,35367.38,21056.36
877,35458.68,21112.86
878,35422.68,21090.16
879,35389.18,21068.46
880,35465.28,21116.56
881,35420.38,21085.56
882,35377.58,21063.26
883,35449.48,21104.36
884,35401.18,21075.56
885,35365.78,21054.66
886,35460.38,21111.36
887,35417.18,21085.56
888,35386.48,21067.86
889,35427.18,21091.26
890,35421.98,21090.46
891,35389.18,21067.16
892,35429.68,21094.46
893,35408.18,21083.76
894,35396.98,21075.36
895,35454.78,21109.66
896,35425.98,21093.96
897,35380.98,21063.96
898,35429.98,21094.46
899,35413.88,21085.16
900,35372.88,21060.26
901,35417.28,21086.96
902,35434.98,21096.56
903,35385.08,21067.96
904,35425.38,21090.16
905,35430.28,21095.66
906,35371.38,21057.86
907,35421.78,21089.86
908,35433.18,21097.96
909,35373.08,21060.46
910,35411.98,21084.86
911,35440.88,21100.96
912,35405.28,21080.56
913,35428.08,21093.86
914,35430.28,21095.86
915,35381.28,21063.56
916,35417.08,21084.66
917,35431.78,21097.86
918,35394.18,21076.46
919,35427.78,21090.26
920,35426.98,21094.26
921,35357.88,21055.96
922,35410.78,21084.36
923,35425.58,21091.96
924,35386.98,21065.76
925,35425.58,21094.86
926,35475.48,21121.36
927,35388.58,21069.96
928,35403.78,21079.06
929,35431.48,21095.76
930,35377.58,21063.06
931,35401.58,21077.16
932,35460.68,21112.56
933,35389.88,21071.16
934,35415.48,21082.86
935,35456.78,21114.16
936,35367.88,21057.26
937,35391.28,21069.76
938,35453.88,21112.36
939,35371.08,21059.36
940,35394.28,21071.46
941,35463.28,21115.26
942,35390.28,21068.96
943,35373.28,21062.76
944,35449.58,21103.26
945,35409.18,21079.56
946,35395.88,21071.56
947,35456.78,21110.36
948,35415.78,21086.66
949,35381.38,21064.26
950,35411.88,21083.66
951,35425.98,21092.26
952,35393.18,21074.96
953,35430.08,21096.46
954,35423.78,21089.36
955,35437.18,21101.26
956,35435.88,21095.06
957,35426.28,21091.26
958,35414.18,21085.36
959,35424.18,21093.26
960,35382.18,21065.16
961,35390.18,21072.66
962,35393.28,21072.46
963,35402.68,21078.76
964,35422.58,21090.86
965,35469.18,21115.56
966,35418.18,21086.96
967,35424.28,21091.06
968,35423.78,21089.96
969,35375.08,21062.56
970,35390.58,21070.66
971,35428.08,21091.26
972,35399.08,21077.86
973,35417.58,21085.76
974,35449.18,21106.46
975,35374.38,21062.16
976,35407.78,21082.86
977,35452.18,21110.26
978,35375.88,21061.46
979,35394.18,21074.66
980,35450.28,21106.66
981,35373.98,21061.36
982,35415.18,21086.56
983,35457.28,21112.86
984,35407.58,21080.66
985,35407.18,21077.16
986,35453.58,21109.86
987,35378.48,21065.96
988,35390.98,21073.96
989,35461.98,21109.36
990,35379.08,21064.26
991,35383.18,21065.66
992,35466.28,21113.66
993,35361.28,21055.26
994,35405.38,21076.76
995,35448.48,21104.96
996,35375.38,21062.46
997,35392.38,21073.26
998,35471.78,21117.16
999,35406.58,21081.26
1000,35397.48,21073.96
1001,35466.68,21115.56
1002,35400.28,21078.46
1003,35359.88,21052.76
1004,35445.68,21105.06
1005,35392.78,21073.46
1006,35385.48,21070.26
1007,35483.98,21127.86
1008,35427.68,21092.56
1009,35373.68,21060.06
1010,35450.08,21107.36
1011,35398.48,21076.06
1012,35366.28,21055.26
1013,35439.58,21101.36
1014,35427.38,21093.26
1015,35370.68,21056.36
1016,35426.58,21093.36
1017,35406.88,21080.96
1018,35406.48,21080.66
1019,35450.88,21106.46
1020,35448.38,21108.66
1021,35394.68,21071.86
1022,35419.88,21089.66
1023,35403.48,21078.06
1024,35342.58,21041.96
1025,35419.98,21089.36
1026,35455.58,21109.46
1027,35411.28,21083.06
1028,35431.18,21093.56
1029,35410.38,21084.56
1030,35393.28,21071.56
1031,35439.98,21101.76
1032,35401.28,21080.56
1033,35405.18,21082.36
1034,35423.48,21091.46
1035,35412.18,21085.16
1036,35406.28,21080.66
1037,35433.58,21096.56
1038,35404.38,21079.16
1039,35399.98,21076.96
1040,35451.78,21109.36
1041,35416.28,21085.16
1042,35375.48,21062.56
1043,35430.38,21094.46
1044,35409.38,21083.86
1045,35361.28,21052.96
1046,35414.38,21085.36
1047,35454.28,21108.16
1048,35413.18,21084.06
1049,35439.78,21102.56
1050,35429.68,21095.56
1051,35384.48,21066.06
1052,35439.68,21099.86
1053,35397.48,21077.86
1054,35376.78,21062.96
1055,35407.48,21081.56
1056,35430.68,21096.46
1057,35391.28,21069.06
1058,35447.28,21105.96
1059,35404.68,21082.66
1060,35387.08,21067.26
1061,35439.58,21099.56
1062,35429.08,21097.86
1063,35362.28,21054.96
1064,35455.28,21108.06
1065,35417.28,21088.76
1066,35400.68,21076.46
1067,35433.78,21097.56
1068,35445.48,21103.26
1069,35387.18,21067.26
1070,35425.48,21090.46
1071,35420.98,21091.46
1072,35364.08,21057.26
1073,35423.98,21090.06
1074,35397.98,21075.76
1075,35374.78,21061.16
1076,35436.58,21098.06
1077,35432.98,21098.36
1078,35406.78,21081.16
1079,35458.58,21113.76
1080,35410.08,21085.06
1081,35417.38,21089.06
1082,35431.88,21096.36
1083,35384.68,21068.36
1084,35377.28,21065.76
1085,35405.38,21079.96
1086,35404.68,21080.16
1087,35392.18,21073.26
1088,35440.88,21103.06
1089,35450.98,21109.56
1090,35369.78,21062.56
1091,35431.08,21093.36
1092,35445.08,21106.16
1093,35372.48,21063.26
1094,35415.48,21087.86
1095,35434.48,21098.56
1096,35363.48,21055.56
1097,35403.78,21082.46
1098,35455.18,21112.26
1099,35379.38,21065.36
1100,35429.08,21098.46
1101,35462.88,21116.16
1102,35378.98,21066.96
1103,35409.68,21080.06
1104,35429.08,21097.66
1105,35396.58,21074.86
1106,35400.18,21077.86
1107,35447.98,21107.06
1108,35395.88,21077.16
1109,35407.08,21083.06
1110,35453.38,21110.36
1111,35403.98,21079.86
1112,35393.88,21073.76
1113,35454.38,21110.96
1114,35389.98,21072.16
1115,35384.48,21067.06
1116,35402.38,21081.76
1117,35404.78,21083.46
1118,35376.08,21065.46
1119,35451.18,21107.56
1120,35402.98,21080.26
1121,35395.58,21076.56
1122,35433.38,21098.46
1123,35411.68,21086.66
1124,35407.38,21084.26
1125,35433.38,21098.16
1126,35452.18,21111.16
1127,35443.98,21105.96
1128,35432.98,21097.86
1129,35367.98,21058.86
1130,35416.88,21089.66
1131,35380.38,21065.66
1132,35362.68,21056.06
1133,35425.08,21092.96
1134,35441.48,21103.66
1135,35385.88,21070.56
1136,35490.98,21133.06
1137,35452.08,21110.06
1138,35364.38,21056.16
1139,35424.68,21093.76
1140,35392.58,21076.66
1141,35356.18,21051.66
1142,35406.58,21080.76
1143,35422.88,21095.76
1144,35394.08,21073.66
1145,35453.08,21111.16
1146,35467.38,21119.86
1147,35350.08,21051.26
1148,35441.08,21102.46
1149,35427.88,21097.26
1150,35324.28,21032.96
